"year","stateabbr","statedesc","locationname","datasource","category","measure","data_value_unit","data_value_type","data_value","data_value_footnote_symbol","data_value_footnote","low_confidence_limit","high_confidence_limit","totalpopulation","locationid","categoryid","measureid","datavaluetypeid","short_question_text","brfssYr","totalpop18plus","geolocation"
2021,"MN","Minnesota","PMN CHS","BRFSS","Prevention","Cholesterol screening among adults","%","Age-adjusted prevalence",NA,NA,NA,NA,NA,99999999,999,"PREVENT","CHOLSCREEN","AgeAdjPrv","Cholesterol Screening",2021,NA,NA
2021,"MN","Minnesota","PMN CHS","BRFSS","Prevention","Cholesterol screening among adults","%","Crude prevalence",NA,NA,NA,NA,NA,99999999,999,"PREVENT","CHOLSCREEN","CrdPrv","Cholesterol Screening",2021,NA,NA
2022,"MN","Minnesota","PMN CHS","BRFSS","Prevention","Mammography use among women aged 50-74 years","%","Age-adjusted prevalence",NA,NA,NA,NA,NA,99999999,999,"PREVENT","MAMMOUSE","AgeAdjPrv","Mammography",2022,NA,NA
2022,"MN","Minnesota","PMN CHS","BRFSS","Prevention","Mammography use among women aged 50-74 years","%","Crude prevalence",NA,NA,NA,NA,NA,99999999,999,"PREVENT","MAMMOUSE","CrdPrv","Mammography",2022,NA,NA
2022,"MN","Minnesota","PMN CHS","BRFSS","Prevention","Colorectal cancer screening among adults aged 45–75 years","%","Age-adjusted prevalence",NA,NA,NA,NA,NA,99999999,999,"PREVENT","COLON_SCREEN","AgeAdjPrv","Colorectal Cancer Screening",2022,NA,NA
2022,"MN","Minnesota","PMN CHS","BRFSS","Prevention","Colorectal cancer screening among adults aged 45–75 years","%","Crude prevalence",NA,NA,NA,NA,NA,99999999,999,"PREVENT","COLON_SCREEN","CrdPrv","Colorectal Cancer Screening",2022,NA,NA
2022,"MN","Minnesota","PMN CHS","BRFSS","Health Risk Behaviors","Binge drinking among adults","%","Age-adjusted prevalence",22.8,NA,NA,19,27,99999999,999,"RISKBEH","BINGE","AgeAdjPrv","Binge Drinking",2022,NA,NA
2022,"MN","Minnesota","PMN CHS","BRFSS","Health Risk Behaviors","Binge drinking among adults","%","Crude prevalence",20.2,NA,NA,16.7,23.9,99999999,999,"RISKBEH","BINGE","CrdPrv","Binge Drinking",2022,NA,NA
2022,"MN","Minnesota","PMN CHS","BRFSS","Health Risk Behaviors","Current cigarette smoking among adults","%","Age-adjusted prevalence",16.6,NA,NA,14.6,18.5,99999999,999,"RISKBEH","CSMOKING","AgeAdjPrv","Current Cigarette Smoking",2022,NA,NA
2022,"MN","Minnesota","PMN CHS","BRFSS","Health Risk Behaviors","Current cigarette smoking among adults","%","Crude prevalence",15.8,NA,NA,13.9,17.7,99999999,999,"RISKBEH","CSMOKING","CrdPrv","Current Cigarette Smoking",2022,NA,NA
2022,"MN","Minnesota","PMN CHS","BRFSS","Health Risk Behaviors","No leisure-time physical activity among adults","%","Crude prevalence",23,NA,NA,19.4,26.7,99999999,999,"RISKBEH","LPA","CrdPrv","Physical Inactivity",2022,NA,NA
2022,"MN","Minnesota","PMN CHS","BRFSS","Health Risk Behaviors","No leisure-time physical activity among adults","%","Age-adjusted prevalence",21.8,NA,NA,18.4,25.3,99999999,999,"RISKBEH","LPA","AgeAdjPrv","Physical Inactivity",2022,NA,NA
2022,"MN","Minnesota","PMN CHS","BRFSS","Health Risk Behaviors","Short sleep duration among adults","%","Crude prevalence",32.1,NA,NA,26.6,37.9,99999999,999,"RISKBEH","SLEEP","CrdPrv","Short Sleep Duration",2022,NA,NA
2022,"MN","Minnesota","PMN CHS","BRFSS","Health Risk Behaviors","Short sleep duration among adults","%","Age-adjusted prevalence",33.4,NA,NA,27.7,39.4,99999999,999,"RISKBEH","SLEEP","AgeAdjPrv","Short Sleep Duration",2022,NA,NA
2022,"MN","Minnesota","PMN CHS","BRFSS","Health Status","Frequent mental distress among adults","%","Crude prevalence",15.1,NA,NA,13.6,16.6,99999999,999,"HLTHSTAT","MHLTH","CrdPrv","Frequent Mental Distress",2022,NA,NA
2022,"MN","Minnesota","PMN CHS","BRFSS","Health Status","Frequent mental distress among adults","%","Age-adjusted prevalence",16.4,NA,NA,14.8,18.1,99999999,999,"HLTHSTAT","MHLTH","AgeAdjPrv","Frequent Mental Distress",2022,NA,NA
2022,"MN","Minnesota","PMN CHS","BRFSS","Health Status","Frequent physical distress among adults","%","Crude prevalence",12.4,NA,NA,11,13.8,99999999,999,"HLTHSTAT","PHLTH","CrdPrv","Frequent Physical Distress",2022,NA,NA
2022,"MN","Minnesota","PMN CHS","BRFSS","Health Status","Frequent physical distress among adults","%","Age-adjusted prevalence",11.5,NA,NA,10.2,12.9,99999999,999,"HLTHSTAT","PHLTH","AgeAdjPrv","Frequent Physical Distress",2022,NA,NA
2022,"MN","Minnesota","PMN CHS","BRFSS","Health Status","Fair or poor self-rated health status among adults","%","Crude prevalence",16.9,NA,NA,14.9,18.7,99999999,999,"HLTHSTAT","GHLTH","CrdPrv","General Health",2022,NA,NA
2022,"MN","Minnesota","PMN CHS","BRFSS","Health Status","Fair or poor self-rated health status among adults","%","Age-adjusted prevalence",15.7,NA,NA,13.9,17.4,99999999,999,"HLTHSTAT","GHLTH","AgeAdjPrv","General Health",2022,NA,NA
2022,"MN","Minnesota","PMN CHS","BRFSS","Disability","Hearing disability among adults","%","Age-adjusted prevalence",6.8,NA,NA,6.1,7.5,99999999,999,"DISABLT","HEARING","AgeAdjPrv","Hearing Disability",2022,NA,NA
2022,"MN","Minnesota","PMN CHS","BRFSS","Disability","Hearing disability among adults","%","Crude prevalence",8.4,NA,NA,7.4,9.3,99999999,999,"DISABLT","HEARING","CrdPrv","Hearing Disability",2022,NA,NA
2022,"MN","Minnesota","PMN CHS","BRFSS","Disability","Vision disability among adults","%","Crude prevalence",4.8,NA,NA,4.4,5.3,99999999,999,"DISABLT","VISION","CrdPrv","Vision Disability",2022,NA,NA
2022,"MN","Minnesota","PMN CHS","BRFSS","Disability","Vision disability among adults","%","Age-adjusted prevalence",4.5,NA,NA,4,4.8,99999999,999,"DISABLT","VISION","AgeAdjPrv","Vision Disability",2022,NA,NA
2022,"MN","Minnesota","PMN CHS","BRFSS","Disability","Cognitive disability among adults","%","Crude prevalence",13.2,NA,NA,11.8,14.6,99999999,999,"DISABLT","COGNITION","CrdPrv","Cognitive Disability",2022,NA,NA
2022,"MN","Minnesota","PMN CHS","BRFSS","Disability","Cognitive disability among adults","%","Age-adjusted prevalence",13.8,NA,NA,12.4,15.3,99999999,999,"DISABLT","COGNITION","AgeAdjPrv","Cognitive Disability",2022,NA,NA
2022,"MN","Minnesota","PMN CHS","BRFSS","Disability","Mobility disability among adults","%","Crude prevalence",13.6,NA,NA,12,15.1,99999999,999,"DISABLT","MOBILITY","CrdPrv","Mobility Disability",2022,NA,NA
2022,"MN","Minnesota","PMN CHS","BRFSS","Disability","Mobility disability among adults","%","Age-adjusted prevalence",11.2,NA,NA,9.9,12.5,99999999,999,"DISABLT","MOBILITY","AgeAdjPrv","Mobility Disability",2022,NA,NA
2022,"MN","Minnesota","PMN CHS","BRFSS","Disability","Self-care disability among adults","%","Age-adjusted prevalence",3.4,NA,NA,3.1,3.7,99999999,999,"DISABLT","SELFCARE","AgeAdjPrv","Self-care Disability",2022,NA,NA
2022,"MN","Minnesota","PMN CHS","BRFSS","Disability","Self-care disability among adults","%","Crude prevalence",3.8,NA,NA,3.5,4.1,99999999,999,"DISABLT","SELFCARE","CrdPrv","Self-care Disability",2022,NA,NA
2022,"MN","Minnesota","PMN CHS","BRFSS","Disability","Independent living disability among adults","%","Age-adjusted prevalence",7.5,NA,NA,6.7,8.2,99999999,999,"DISABLT","INDEPLIVE","AgeAdjPrv","Independent Living Disability",2022,NA,NA
2022,"MN","Minnesota","PMN CHS","BRFSS","Disability","Independent living disability among adults","%","Crude prevalence",7.7,NA,NA,7,8.5,99999999,999,"DISABLT","INDEPLIVE","CrdPrv","Independent Living Disability",2022,NA,NA
2022,"MN","Minnesota","PMN CHS","BRFSS","Disability","Any disability among adults","%","Crude prevalence",29.9,NA,NA,26.2,33.6,99999999,999,"DISABLT","DISABILITY","CrdPrv","Any Disability",2022,NA,NA
2022,"MN","Minnesota","PMN CHS","BRFSS","Disability","Any disability among adults","%","Age-adjusted prevalence",27.7,NA,NA,24.2,31.3,99999999,999,"DISABLT","DISABILITY","AgeAdjPrv","Any Disability",2022,NA,NA
2022,"MN","Minnesota","PMN CHS","BRFSS","Health-Related Social Needs","Feeling socially isolated among adults","%","Crude prevalence",29.2,NA,NA,24.9,33.9,99999999,999,"SOCLNEED","ISOLATION","CrdPrv","Social Isolation",2022,NA,NA
2022,"MN","Minnesota","PMN CHS","BRFSS","Health-Related Social Needs","Feeling socially isolated among adults","%","Age-adjusted prevalence",30.2,NA,NA,25.8,35,99999999,999,"SOCLNEED","ISOLATION","AgeAdjPrv","Social Isolation",2022,NA,NA
2022,"MN","Minnesota","PMN CHS","BRFSS","Health-Related Social Needs","Received food stamps in the past 12 months among adults","%","Age-adjusted prevalence",9.9,NA,NA,8.8,11.2,99999999,999,"SOCLNEED","FOODSTAMP","AgeAdjPrv","Food Stamps",2022,NA,NA
2022,"MN","Minnesota","PMN CHS","BRFSS","Health-Related Social Needs","Received food stamps in the past 12 months among adults","%","Crude prevalence",9.6,NA,NA,8.4,10.7,99999999,999,"SOCLNEED","FOODSTAMP","CrdPrv","Food Stamps",2022,NA,NA
2022,"MN","Minnesota","PMN CHS","BRFSS","Health-Related Social Needs","Food insecurity in the past 12 months among adults","%","Crude prevalence",10.3,NA,NA,9.1,11.5,99999999,999,"SOCLNEED","FOODINSECU","CrdPrv","Food Insecurity",2022,NA,NA
2022,"MN","Minnesota","PMN CHS","BRFSS","Health-Related Social Needs","Food insecurity in the past 12 months among adults","%","Age-adjusted prevalence",10.6,NA,NA,9.4,11.8,99999999,999,"SOCLNEED","FOODINSECU","AgeAdjPrv","Food Insecurity",2022,NA,NA
2022,"MN","Minnesota","PMN CHS","BRFSS","Health-Related Social Needs","Housing insecurity in the past 12 months among adults","%","Crude prevalence",9.2,NA,NA,8.2,10.4,99999999,999,"SOCLNEED","HOUSINSECU","CrdPrv","Housing Insecurity",2022,NA,NA
2022,"MN","Minnesota","PMN CHS","BRFSS","Health-Related Social Needs","Housing insecurity in the past 12 months among adults","%","Age-adjusted prevalence",10.2,NA,NA,9,11.5,99999999,999,"SOCLNEED","HOUSINSECU","AgeAdjPrv","Housing Insecurity",2022,NA,NA
2022,"MN","Minnesota","PMN CHS","BRFSS","Health-Related Social Needs","Utility services shut-off threat in the past 12 months among adults","%","Crude prevalence",6,NA,NA,5.3,6.8,99999999,999,"SOCLNEED","SHUTUTILITY","CrdPrv","Utility Services Threat",2022,NA,NA
2022,"MN","Minnesota","PMN CHS","BRFSS","Health-Related Social Needs","Utility services shut-off threat in the past 12 months among adults","%","Age-adjusted prevalence",6.7,NA,NA,5.9,7.5,99999999,999,"SOCLNEED","SHUTUTILITY","AgeAdjPrv","Utility Services Threat",2022,NA,NA
2022,"MN","Minnesota","PMN CHS","BRFSS","Health-Related Social Needs","Lack of reliable transportation in the past 12 months among adults","%","Age-adjusted prevalence",7.6,NA,NA,6.8,8.3,99999999,999,"SOCLNEED","LACKTRPT","AgeAdjPrv","Transportation Barriers",2022,NA,NA
2022,"MN","Minnesota","PMN CHS","BRFSS","Health-Related Social Needs","Lack of reliable transportation in the past 12 months among adults","%","Crude prevalence",7.2,NA,NA,6.5,7.8,99999999,999,"SOCLNEED","LACKTRPT","CrdPrv","Transportation Barriers",2022,NA,NA
2022,"MN","Minnesota","PMN CHS","BRFSS","Health-Related Social Needs","Lack of social and emotional support among adults","%","Age-adjusted prevalence",20.6,NA,NA,17.7,23.7,99999999,999,"SOCLNEED","EMOTIONSPT","AgeAdjPrv","Lack of Social/Emotional Support",2022,NA,NA
2022,"MN","Minnesota","PMN CHS","BRFSS","Health-Related Social Needs","Lack of social and emotional support among adults","%","Crude prevalence",20.3,NA,NA,17.5,23.4,99999999,999,"SOCLNEED","EMOTIONSPT","CrdPrv","Lack of Social/Emotional Support",2022,NA,NA
2022,"MN","Minnesota","Mahnomen","BRFSS","Health Outcomes","Arthritis among adults","%","Crude prevalence",31.7,NA,NA,29.9,33.6,5328,27087,"HLTHOUT","ARTHRITIS","CrdPrv","Arthritis",2022,3642,"POINT (-95.8092496496318 47.3255519081299)"
2022,"MN","Minnesota","Norman","BRFSS","Health Outcomes","Arthritis among adults","%","Crude prevalence",30.9,NA,NA,30.2,31.5,6377,27107,"HLTHOUT","ARTHRITIS","CrdPrv","Arthritis",2022,4876,"POINT (-96.4554730867118 47.3264531891278)"
2022,"MN","Minnesota","Polk","BRFSS","Health Outcomes","Arthritis among adults","%","Age-adjusted prevalence",24.1,NA,NA,21.2,26.9,30731,27119,"HLTHOUT","ARTHRITIS","AgeAdjPrv","Arthritis",2022,23218,"POINT (-96.4022896934934 47.7739940017747)"
2022,"MN","Minnesota","Norman","BRFSS","Health Outcomes","Arthritis among adults","%","Age-adjusted prevalence",23.3,NA,NA,20.2,26.6,6377,27107,"HLTHOUT","ARTHRITIS","AgeAdjPrv","Arthritis",2022,4876,"POINT (-96.4554730867118 47.3264531891278)"
2022,"MN","Minnesota","Polk","BRFSS","Health Outcomes","Arthritis among adults","%","Crude prevalence",28.1,NA,NA,28,28.1,30731,27119,"HLTHOUT","ARTHRITIS","CrdPrv","Arthritis",2022,23218,"POINT (-96.4022896934934 47.7739940017747)"
2022,"MN","Minnesota","Mahnomen","BRFSS","Health Outcomes","Arthritis among adults","%","Age-adjusted prevalence",28,NA,NA,24.4,31.5,5328,27087,"HLTHOUT","ARTHRITIS","AgeAdjPrv","Arthritis",2022,3642,"POINT (-95.8092496496318 47.3255519081299)"
2022,"MN","Minnesota","Norman","BRFSS","Health Outcomes","Current asthma among adults","%","Age-adjusted prevalence",10.3,NA,NA,9.1,11.6,6377,27107,"HLTHOUT","CASTHMA","AgeAdjPrv","Current Asthma",2022,4876,"POINT (-96.4554730867118 47.3264531891278)"
2022,"MN","Minnesota","Mahnomen","BRFSS","Health Outcomes","Current asthma among adults","%","Crude prevalence",12.7,NA,NA,11.3,14.3,5328,27087,"HLTHOUT","CASTHMA","CrdPrv","Current Asthma",2022,3642,"POINT (-95.8092496496318 47.3255519081299)"
2022,"MN","Minnesota","Polk","BRFSS","Health Outcomes","Current asthma among adults","%","Age-adjusted prevalence",10.1,NA,NA,8.8,11.3,30731,27119,"HLTHOUT","CASTHMA","AgeAdjPrv","Current Asthma",2022,23218,"POINT (-96.4022896934934 47.7739940017747)"
2022,"MN","Minnesota","Norman","BRFSS","Health Outcomes","Current asthma among adults","%","Crude prevalence",10,NA,NA,8.9,11.3,6377,27107,"HLTHOUT","CASTHMA","CrdPrv","Current Asthma",2022,4876,"POINT (-96.4554730867118 47.3264531891278)"
2022,"MN","Minnesota","Mahnomen","BRFSS","Health Outcomes","Current asthma among adults","%","Age-adjusted prevalence",13.1,NA,NA,11.6,14.7,5328,27087,"HLTHOUT","CASTHMA","AgeAdjPrv","Current Asthma",2022,3642,"POINT (-95.8092496496318 47.3255519081299)"
2022,"MN","Minnesota","Polk","BRFSS","Health Outcomes","Current asthma among adults","%","Crude prevalence",10,NA,NA,8.7,11.2,30731,27119,"HLTHOUT","CASTHMA","CrdPrv","Current Asthma",2022,23218,"POINT (-96.4022896934934 47.7739940017747)"
2021,"MN","Minnesota","Polk","BRFSS","Health Outcomes","High blood pressure among adults","%","Crude prevalence",34,NA,NA,29.8,38,30731,27119,"HLTHOUT","BPHIGH","CrdPrv","High Blood Pressure",2021,23218,"POINT (-96.4022896934934 47.7739940017747)"
2021,"MN","Minnesota","Mahnomen","BRFSS","Health Outcomes","High blood pressure among adults","%","Age-adjusted prevalence",33.8,NA,NA,29.6,38.3,5328,27087,"HLTHOUT","BPHIGH","AgeAdjPrv","High Blood Pressure",2021,3642,"POINT (-95.8092496496318 47.3255519081299)"
2021,"MN","Minnesota","Polk","BRFSS","Health Outcomes","High blood pressure among adults","%","Age-adjusted prevalence",29.6,NA,NA,25.6,33.2,30731,27119,"HLTHOUT","BPHIGH","AgeAdjPrv","High Blood Pressure",2021,23218,"POINT (-96.4022896934934 47.7739940017747)"
2021,"MN","Minnesota","Norman","BRFSS","Health Outcomes","High blood pressure among adults","%","Crude prevalence",34.2,NA,NA,30.1,38.6,6377,27107,"HLTHOUT","BPHIGH","CrdPrv","High Blood Pressure",2021,4876,"POINT (-96.4554730867118 47.3264531891278)"
2021,"MN","Minnesota","Mahnomen","BRFSS","Health Outcomes","High blood pressure among adults","%","Crude prevalence",38.4,NA,NA,34,42.8,5328,27087,"HLTHOUT","BPHIGH","CrdPrv","High Blood Pressure",2021,3642,"POINT (-95.8092496496318 47.3255519081299)"
2021,"MN","Minnesota","Norman","BRFSS","Health Outcomes","High blood pressure among adults","%","Age-adjusted prevalence",28,NA,NA,24.4,32,6377,27107,"HLTHOUT","BPHIGH","AgeAdjPrv","High Blood Pressure",2021,4876,"POINT (-96.4554730867118 47.3264531891278)"
2022,"MN","Minnesota","Polk","BRFSS","Health Outcomes","Cancer (non-skin) or melanoma among adults","%","Age-adjusted prevalence",7.3,NA,NA,6.5,8,30731,27119,"HLTHOUT","CANCER","AgeAdjPrv","Cancer (non-skin) or Melanoma",2022,23218,"POINT (-96.4022896934934 47.7739940017747)"
2022,"MN","Minnesota","Norman","BRFSS","Health Outcomes","Cancer (non-skin) or melanoma among adults","%","Crude prevalence",10.1,NA,NA,9.2,11.2,6377,27107,"HLTHOUT","CANCER","CrdPrv","Cancer (non-skin) or Melanoma",2022,4876,"POINT (-96.4554730867118 47.3264531891278)"
2022,"MN","Minnesota","Mahnomen","BRFSS","Health Outcomes","Cancer (non-skin) or melanoma among adults","%","Age-adjusted prevalence",6.8,NA,NA,6.1,7.4,5328,27087,"HLTHOUT","CANCER","AgeAdjPrv","Cancer (non-skin) or Melanoma",2022,3642,"POINT (-95.8092496496318 47.3255519081299)"
2022,"MN","Minnesota","Polk","BRFSS","Health Outcomes","Cancer (non-skin) or melanoma among adults","%","Crude prevalence",9.2,NA,NA,8.3,10.2,30731,27119,"HLTHOUT","CANCER","CrdPrv","Cancer (non-skin) or Melanoma",2022,23218,"POINT (-96.4022896934934 47.7739940017747)"
2022,"MN","Minnesota","Norman","BRFSS","Health Outcomes","Cancer (non-skin) or melanoma among adults","%","Age-adjusted prevalence",7.2,NA,NA,6.5,8,6377,27107,"HLTHOUT","CANCER","AgeAdjPrv","Cancer (non-skin) or Melanoma",2022,4876,"POINT (-96.4554730867118 47.3264531891278)"
2022,"MN","Minnesota","Mahnomen","BRFSS","Health Outcomes","Cancer (non-skin) or melanoma among adults","%","Crude prevalence",8.6,NA,NA,7.7,9.4,5328,27087,"HLTHOUT","CANCER","CrdPrv","Cancer (non-skin) or Melanoma",2022,3642,"POINT (-95.8092496496318 47.3255519081299)"
2021,"MN","Minnesota","Polk","BRFSS","Health Outcomes","High cholesterol among adults who have ever been screened","%","Crude prevalence",35.6,NA,NA,31.1,39.9,30731,27119,"HLTHOUT","HIGHCHOL","CrdPrv","High Cholesterol",2021,23218,"POINT (-96.4022896934934 47.7739940017747)"
2021,"MN","Minnesota","Mahnomen","BRFSS","Health Outcomes","High cholesterol among adults who have ever been screened","%","Age-adjusted prevalence",26.6,NA,NA,22.5,31,5328,27087,"HLTHOUT","HIGHCHOL","AgeAdjPrv","High Cholesterol",2021,3642,"POINT (-95.8092496496318 47.3255519081299)"
2021,"MN","Minnesota","Polk","BRFSS","Health Outcomes","High cholesterol among adults who have ever been screened","%","Age-adjusted prevalence",29.2,NA,NA,25,33.3,30731,27119,"HLTHOUT","HIGHCHOL","AgeAdjPrv","High Cholesterol",2021,23218,"POINT (-96.4022896934934 47.7739940017747)"
2021,"MN","Minnesota","Norman","BRFSS","Health Outcomes","High cholesterol among adults who have ever been screened","%","Crude prevalence",33.8,NA,NA,29.4,38.5,6377,27107,"HLTHOUT","HIGHCHOL","CrdPrv","High Cholesterol",2021,4876,"POINT (-96.4554730867118 47.3264531891278)"
2021,"MN","Minnesota","Mahnomen","BRFSS","Health Outcomes","High cholesterol among adults who have ever been screened","%","Crude prevalence",32.7,NA,NA,28.4,37.3,5328,27087,"HLTHOUT","HIGHCHOL","CrdPrv","High Cholesterol",2021,3642,"POINT (-95.8092496496318 47.3255519081299)"
2021,"MN","Minnesota","Norman","BRFSS","Health Outcomes","High cholesterol among adults who have ever been screened","%","Age-adjusted prevalence",26.7,NA,NA,22.8,31,6377,27107,"HLTHOUT","HIGHCHOL","AgeAdjPrv","High Cholesterol",2021,4876,"POINT (-96.4554730867118 47.3264531891278)"
2022,"MN","Minnesota","Polk","BRFSS","Health Outcomes","Chronic obstructive pulmonary disease among adults","%","Crude prevalence",6.5,NA,NA,5.8,7.1,30731,27119,"HLTHOUT","COPD","CrdPrv","COPD",2022,23218,"POINT (-96.4022896934934 47.7739940017747)"
2022,"MN","Minnesota","Mahnomen","BRFSS","Health Outcomes","Chronic obstructive pulmonary disease among adults","%","Crude prevalence",10,NA,NA,9,11,5328,27087,"HLTHOUT","COPD","CrdPrv","COPD",2022,3642,"POINT (-95.8092496496318 47.3255519081299)"
2022,"MN","Minnesota","Mahnomen","BRFSS","Health Outcomes","Chronic obstructive pulmonary disease among adults","%","Age-adjusted prevalence",8.8,NA,NA,7.9,9.7,5328,27087,"HLTHOUT","COPD","AgeAdjPrv","COPD",2022,3642,"POINT (-95.8092496496318 47.3255519081299)"
2022,"MN","Minnesota","Norman","BRFSS","Health Outcomes","Chronic obstructive pulmonary disease among adults","%","Age-adjusted prevalence",5.6,NA,NA,5,6.3,6377,27107,"HLTHOUT","COPD","AgeAdjPrv","COPD",2022,4876,"POINT (-96.4554730867118 47.3264531891278)"
2022,"MN","Minnesota","Polk","BRFSS","Health Outcomes","Chronic obstructive pulmonary disease among adults","%","Age-adjusted prevalence",5.4,NA,NA,4.8,5.9,30731,27119,"HLTHOUT","COPD","AgeAdjPrv","COPD",2022,23218,"POINT (-96.4022896934934 47.7739940017747)"
2022,"MN","Minnesota","Norman","BRFSS","Health Outcomes","Chronic obstructive pulmonary disease among adults","%","Crude prevalence",6.8,NA,NA,6.1,7.5,6377,27107,"HLTHOUT","COPD","CrdPrv","COPD",2022,4876,"POINT (-96.4554730867118 47.3264531891278)"
2022,"MN","Minnesota","Polk","BRFSS","Health Outcomes","Coronary heart disease among adults","%","Crude prevalence",7.3,NA,NA,6.5,8,30731,27119,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease",2022,23218,"POINT (-96.4022896934934 47.7739940017747)"
2022,"MN","Minnesota","Norman","BRFSS","Health Outcomes","Coronary heart disease among adults","%","Crude prevalence",7.8,NA,NA,7,8.7,6377,27107,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease",2022,4876,"POINT (-96.4554730867118 47.3264531891278)"
2022,"MN","Minnesota","Polk","BRFSS","Health Outcomes","Coronary heart disease among adults","%","Age-adjusted prevalence",5.6,NA,NA,5,6.2,30731,27119,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease",2022,23218,"POINT (-96.4022896934934 47.7739940017747)"
2022,"MN","Minnesota","Norman","BRFSS","Health Outcomes","Coronary heart disease among adults","%","Age-adjusted prevalence",5.7,NA,NA,5.1,6.3,6377,27107,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease",2022,4876,"POINT (-96.4554730867118 47.3264531891278)"
2022,"MN","Minnesota","Mahnomen","BRFSS","Health Outcomes","Coronary heart disease among adults","%","Age-adjusted prevalence",7.8,NA,NA,7.1,8.6,5328,27087,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease",2022,3642,"POINT (-95.8092496496318 47.3255519081299)"
2022,"MN","Minnesota","Mahnomen","BRFSS","Health Outcomes","Coronary heart disease among adults","%","Crude prevalence",9.8,NA,NA,8.8,10.7,5328,27087,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease",2022,3642,"POINT (-95.8092496496318 47.3255519081299)"
2022,"MN","Minnesota","Polk","BRFSS","Health Outcomes","Diagnosed diabetes among adults","%","Crude prevalence",11.3,NA,NA,9.8,12.8,30731,27119,"HLTHOUT","DIABETES","CrdPrv","Diabetes",2022,23218,"POINT (-96.4022896934934 47.7739940017747)"
2022,"MN","Minnesota","Mahnomen","BRFSS","Health Outcomes","Diagnosed diabetes among adults","%","Crude prevalence",15.6,NA,NA,13.6,17.6,5328,27087,"HLTHOUT","DIABETES","CrdPrv","Diabetes",2022,3642,"POINT (-95.8092496496318 47.3255519081299)"
2022,"MN","Minnesota","Mahnomen","BRFSS","Health Outcomes","Diagnosed diabetes among adults","%","Age-adjusted prevalence",13.3,NA,NA,11.5,15.1,5328,27087,"HLTHOUT","DIABETES","AgeAdjPrv","Diabetes",2022,3642,"POINT (-95.8092496496318 47.3255519081299)"
2022,"MN","Minnesota","Polk","BRFSS","Health Outcomes","Diagnosed diabetes among adults","%","Age-adjusted prevalence",9.3,NA,NA,8,10.5,30731,27119,"HLTHOUT","DIABETES","AgeAdjPrv","Diabetes",2022,23218,"POINT (-96.4022896934934 47.7739940017747)"
2022,"MN","Minnesota","Norman","BRFSS","Health Outcomes","Diagnosed diabetes among adults","%","Crude prevalence",11.4,NA,NA,9.9,13.1,6377,27107,"HLTHOUT","DIABETES","CrdPrv","Diabetes",2022,4876,"POINT (-96.4554730867118 47.3264531891278)"
2022,"MN","Minnesota","Norman","BRFSS","Health Outcomes","Diagnosed diabetes among adults","%","Age-adjusted prevalence",9,NA,NA,7.7,10.4,6377,27107,"HLTHOUT","DIABETES","AgeAdjPrv","Diabetes",2022,4876,"POINT (-96.4554730867118 47.3264531891278)"
2022,"MN","Minnesota","Polk","BRFSS","Health Outcomes","Obesity among adults","%","Crude prevalence",38.5,NA,NA,32.2,44.8,30731,27119,"HLTHOUT","OBESITY","CrdPrv","Obesity",2022,23218,"POINT (-96.4022896934934 47.7739940017747)"
2022,"MN","Minnesota","Mahnomen","BRFSS","Health Outcomes","Obesity among adults","%","Age-adjusted prevalence",44.3,NA,NA,36,52.5,5328,27087,"HLTHOUT","OBESITY","AgeAdjPrv","Obesity",2022,3642,"POINT (-95.8092496496318 47.3255519081299)"
2022,"MN","Minnesota","Norman","BRFSS","Health Outcomes","Obesity among adults","%","Crude prevalence",37.1,NA,NA,29.9,45.2,6377,27107,"HLTHOUT","OBESITY","CrdPrv","Obesity",2022,4876,"POINT (-96.4554730867118 47.3264531891278)"
2022,"MN","Minnesota","Polk","BRFSS","Health Outcomes","Obesity among adults","%","Age-adjusted prevalence",38.8,NA,NA,32.6,45.2,30731,27119,"HLTHOUT","OBESITY","AgeAdjPrv","Obesity",2022,23218,"POINT (-96.4022896934934 47.7739940017747)"
2022,"MN","Minnesota","Mahnomen","BRFSS","Health Outcomes","Obesity among adults","%","Crude prevalence",43.6,NA,NA,35.3,51.7,5328,27087,"HLTHOUT","OBESITY","CrdPrv","Obesity",2022,3642,"POINT (-95.8092496496318 47.3255519081299)"
2022,"MN","Minnesota","Norman","BRFSS","Health Outcomes","Obesity among adults","%","Age-adjusted prevalence",37.9,NA,NA,30.6,46,6377,27107,"HLTHOUT","OBESITY","AgeAdjPrv","Obesity",2022,4876,"POINT (-96.4554730867118 47.3264531891278)"
2022,"MN","Minnesota","Mahnomen","BRFSS","Health Outcomes","All teeth lost among adults aged >=65 years","%","Crude prevalence",22.8,NA,NA,18.8,26.7,5328,27087,"HLTHOUT","TEETHLOST","CrdPrv","All Teeth Lost",2022,3642,"POINT (-95.8092496496318 47.3255519081299)"
